timestamp,P-PDG,P-TPT,T-TPT,P-MON-CKP,T-JUS-CKP,P-JUS-CKGL,T-JUS-CKGL,QGL
2025-01-01 00:00:00,47.9997852201367,72.00101894235087,7.999404942351454,45.00023025103554,74.99977239323832,98.99967092833234,83.0010947167841,8.999973254193202
2025-01-01 00:00:05,47.99988937838251,72.00022341125243,8.000299136336045,44.99958183608481,75.00038233157508,99.0009137433044,83.0005654794628,8.999667046041395
2025-01-01 00:00:10,47.99993315466538,71.99951392137608,7.999435080635746,44.99912103648264,75.00065689240462,99.00096462013359,83.00015513358075,9.00056033948601
2025-01-01 00:00:15,48.00042820916767,72.00042614603244,8.000442196702732,44.999590693227056,74.99889533137849,99.00059038893866,82.99927776542775,8.999678616557043
2025-01-01 00:00:20,47.99990327748709,71.99932180459027,8.000402909181831,44.99976835938032,75.00035113782366,99.00080875550056,83.00137578779129,8.99991281092259
2025-01-01 00:00:25,48.000266673505635,71.99982853384405,7.999891473827703,44.99973410543699,74.99995139893535,99.00037037999772,82.99996367505489,9.000731652729607
2025-01-01 00:00:30,48.00002823432729,71.99909452804265,7.999510643087331,44.999131092467834,74.99964381494266,98.99977745696256,83.00067725122577,8.999715159471421
2025-01-01 00:00:35,48.000326489403214,71.99964104003172,8.000766059899636,44.99939812763682,74.99931941338889,98.99892648269318,82.99920077880718,9.000228054493084
2025-01-01 00:00:40,47.99989703342126,71.99940053141177,7.999715945739707,44.99975632718271,74.99929380774381,99.0003729423801,83.00081410831392,8.99908815720987
2025-01-01 00:00:45,47.99924546065856,71.99936843721457,8.000161289556125,44.99984299028832,75.00019287953685,98.9995823787949,82.99930464218599,9.000364501355472
2025-01-01 00:00:50,47.9998582922945,72.00033925725357,8.000396799722846,45.00051579100941,74.99960464537847,98.99969201451853,83.00082261168058,9.000318701186298
2025-01-01 00:00:55,48.000321682126724,72.00046684878433,8.000307418172106,44.999651343035694,75.00056586121379,99.00144934223947,83.00054546165026,8.999943896741469
2025-01-01 00:01:00,47.999665692334915,71.99958986433406,7.999177516794832,45.00106877612242,75.00085697250816,98.99942793277964,82.99931402584666,9.000336009526709
2025-01-01 00:01:05,47.99976540975968,72.00092183352245,8.000620078450137,44.99935994698963,75.0012472308815,98.99996909483848,83.00051401738902,9.001174307403312
2025-01-01 00:01:10,48.00009240939449,72.00024716723124,7.999099188812208,44.99978088629317,75.0001379550377,98.99932202734617,83.00009911187344,9.000596418056677
2025-01-01 00:01:15,48.000201176138766,71.99977631340187,8.00034343751685,45.000542812317626,74.9992932714012,99.00083579531459,83.00012719529238,9.00011848690184
2025-01-01 00:01:20,48.00090778175882,72.00048234081294,8.000578149799159,44.999799805658036,75.00012419784348,99.00008171859066,82.99969986253059,8.99844126595419
2025-01-01 00:01:25,48.000560385546706,72.00005571288918,7.999991432412431,44.99998253734803,75.00001387638086,98.99991693743534,82.99945032055643,8.998941167241103
2025-01-01 00:01:30,48.00016714353481,71.99955600091923,7.999719850772846,44.99983353077957,74.998766275986,99.00014701427959,83.00040645164768,9.000001400067237
2025-01-01 00:01:35,47.99857895679065,72.00063628839706,7.999935782362556,44.99919609545501,74.99924406368693,98.99936617707966,82.99995184550168,8.99979477532087
2025-01-01 00:01:40,47.999380367250694,71.99948481130228,7.999799046395175,44.999787510493924,74.9993788231642,98.99932075267341,82.99923835939585,9.000069197634016
2025-01-01 00:01:45,47.99942899716137,72.00041488097025,8.000060082781593,44.99976442787468,75.00017836670246,98.99984939075895,82.99971048993598,8.999563818534556
2025-01-01 00:01:50,47.99970470204058,72.00012593955951,8.000121735027928,45.00116754496411,75.00109479754654,98.99886678775064,82.99965314709516,8.999714592070802
2025-01-01 00:01:55,48.00045201910443,71.99953009185211,8.000206584015137,44.999314831841694,75.00061163573609,98.99953587805862,82.99964183358905,9.000658083507728
2025-01-01 00:02:00,48.000982600284935,72.00086130160604,8.00023043694281,45.00050869354488,75.00073072957731,99.0005318482218,82.9993239121128,9.000542572102495
2025-01-01 00:02:05,48.00127728593038,72.00041291899736,7.999797997115059,45.0003596037296,74.99984981044416,98.99972251817275,83.0001782539563,9.00055651562596
2025-01-01 00:02:10,48.00009995730162,72.0002352622392,7.999181678457866,45.00020516953983,75.00030223789426,98.99928514062353,82.99998420869386,8.999127750888423
2025-01-01 00:02:15,48.00012949842292,71.99990907738338,8.000057809370318,45.000397818291,74.99993637495484,98.99968202543165,82.99958176397087,8.999789356865522
2025-01-01 00:02:20,48.000635304229135,72.00052155850256,7.999871625462218,44.99991866177583,75.0005685899012,98.99913028013687,82.99926898963335,8.999558602184633
2025-01-01 00:02:25,48.000739888200805,72.00110325530515,8.000122204705585,45.0005735479947,75.00041293709369,98.99999276650514,83.0003005122085,8.99998912440061
2025-01-01 00:02:30,48.0014364199519,71.99948877289594,7.999735590254297,44.99979707593005,75.00074978991196,98.99962484858386,83.00043998630768,8.999730938188094
2025-01-01 00:02:35,48.00000105664024,71.99969332083704,8.00080528963831,45.0003902836636,75.00111069356522,99.00034760559731,82.99990242223637,8.999867887654494
2025-01-01 00:02:40,47.99981718787787,71.99865247620848,8.000003626535557,45.00033894418257,74.99962646688013,99.0007836086647,82.99979760212173,8.999417414173923
2025-01-01 00:02:45,47.99926141216654,71.99947556406711,8.000263540319906,44.99991406303046,74.99961059367855,98.99959319873145,82.99888795517701,8.999805505731455
2025-01-01 00:02:50,47.999312002134154,72.00016909042937,8.000083329871895,44.999958433457216,74.99914865307944,98.99949042066036,82.99996100582116,8.999419233949158
2025-01-01 00:02:55,48.00008038426276,72.00004479559382,7.998816726661535,44.999961948762085,75.00020544709913,98.99972450330141,83.0001968467339,9.000040066396572
2025-01-01 00:03:00,48.00052349414645,72.00010895692705,7.999800810316045,44.99950438992927,75.00005462109006,99.00031566927994,82.99917935285058,9.000096456279584
2025-01-01 00:03:05,47.999208466532494,71.99967074679839,7.9992881412827135,44.99943484296614,74.99981250415883,98.99921377339415,82.99984134267443,8.999787335162196
2025-01-01 00:03:10,48.00011778706867,71.99962632876755,7.999578273409108,45.00005980902941,75.00085474069444,99.00033567122465,83.00019685894098,8.999624743010468
2025-01-01 00:03:15,47.99988084706967,71.99908862531221,7.9993790701004865,45.00137918146621,75.00038966506234,98.99976126516184,82.99899930405634,8.999963017285381
2025-01-01 00:03:20,47.999157739732674,72.00015127486748,7.9999321221245925,44.99977803062297,75.00005141345225,99.00032938369158,82.99955577149373,9.000466261745979
2025-01-01 00:03:25,47.99919531051835,71.99960523803904,7.999729639057426,45.00056162036175,75.00021236015243,98.99929020136128,83.00008671100301,8.998686323079331
2025-01-01 00:03:30,47.999166364084424,71.99971938764699,8.000525565940078,44.999764452810886,74.9998796397975,99.0006350849992,82.99973555993739,8.999532507633932
2025-01-01 00:03:35,48.00010483107291,71.99982551212376,8.000759520206277,45.00030808299167,75.00109864005309,99.00047669603738,82.99986510807433,9.00131864862987
2025-01-01 00:03:40,47.99998884395331,71.99950815535976,8.000007905102485,45.00012511382014,75.00097414162913,98.99985513659735,83.0002518630352,9.000844812211723
2025-01-01 00:03:45,48.000487689152024,72.00087755986532,7.99966278674907,44.999979040823824,74.99997205417296,98.9990051879727,82.99993591172553,9.000110172885798
2025-01-01 00:03:50,47.99996890499679,72.00082341735988,8.001552525443413,45.00029327156729,75.00059481139664,98.99979437589793,83.00004762867307,9.000439616427755
2025-01-01 00:03:55,47.999574357478984,71.999759292803,8.000101074442025,44.99990368978575,74.99936786532538,99.00009292281264,82.99989749797142,9.000339428304391
2025-01-01 00:04:00,48.000311192786825,71.99970088832747,8.000778947361402,45.00036103519224,75.00042703160422,99.00036739158982,82.99986615213683,9.00069989136731
2025-01-01 00:04:05,48.000262443771426,71.99958563229464,7.999743987392043,45.00059457869274,74.99968177317145,98.99987532425888,83.00048856509522,9.000060073253433
2025-01-01 00:04:10,48.0005843947539,72.00032773505485,7.999913962864445,45.00009556299899,74.99973061564677,98.99960400570802,82.99991577187807,8.99909569190895
2025-01-01 00:04:15,47.99945721507664,72.00012206275412,7.999617861268421,44.99952508343267,75.00068741403433,99.0005385082413,83.00060353422882,9.000747174662306
2025-01-01 00:04:20,48.00004040925029,72.00133178559926,7.999188342059393,44.99995029882747,75.00022540321292,98.99983362661274,83.00033255794983,8.999959702790848
2025-01-01 00:04:25,48.00003047104674,71.9999510700123,8.00007678694306,45.00133564513878,75.00000184484323,98.99994205380605,82.99997159098018,9.000203321894356
2025-01-01 00:04:30,48.00013489455395,72.000265282687,8.000517004676132,45.00000903089995,75.00007413784128,99.00039241181587,82.99996411859435,9.000078278157753
2025-01-01 00:04:35,47.99984699335897,72.00021241516235,7.99950313195551,44.999863396364645,75.00064999386646,98.99945326032754,83.00028140741998,9.001208372107394
2025-01-01 00:04:40,48.000362616934865,72.00028842816954,7.999838561051626,45.00027450806151,74.99955081602252,98.99973888195926,82.99965898872895,9.000679880993877
2025-01-01 00:04:45,47.99953478294798,72.00011438175427,8.001137759841734,44.99999958222565,75.00121182409605,98.99921135905147,82.99942760864676,8.999349726752339
2025-01-01 00:04:50,48.000107497048326,71.99932684097996,7.999442752280155,44.999602252687176,74.99925128794293,98.99983041269145,82.99949499416164,9.0004322920669
2025-01-01 00:04:55,48.000301790323626,72.00003912229546,8.000057796562796,45.00019683060898,74.99838175222581,98.99916865376605,82.99989222842294,9.000462120607793
2025-01-01 00:05:00,48.00030833180853,72.00057915848515,8.00002615169225,44.99962426920584,75.00049148224421,99.00007514384227,83.00086492069259,9.000232598727631
2025-01-01 00:05:05,48.00091433072341,72.0005049004128,7.999862239450613,45.00080516195152,75.0001240472938,99.00033112560544,83.00106605464924,9.000614642800622
2025-01-01 00:05:10,48.00077229697351,72.0004822199634,7.999383393730653,44.99971693257723,74.9995411685379,99.00007970591174,82.9996686792173,9.000451401470254
2025-01-01 00:05:15,48.00053349155216,72.00051974524811,8.000052767483767,45.000712409996574,74.99975978128465,99.00008624182091,83.00004356901218,9.000297445861971
2025-01-01 00:05:20,48.00064448376448,71.9984765481697,8.000534673657688,45.000455796783136,74.99946605695918,99.00034502177867,83.00017896020995,9.0004324275756
2025-01-01 00:05:25,47.99938246440429,72.00059601381624,8.000154508975989,45.000680630553276,75.00004831171607,98.99933689052946,82.99982484614449,8.999944451837184
2025-01-01 00:05:30,47.9994449329738,71.99946732398551,7.999992214004391,44.998687471936485,75.00017305397805,98.99935497061952,82.99966440089209,9.000457984549046
2025-01-01 00:05:35,47.9995299806594,71.99961134321254,8.000402477750656,44.99910071838574,74.99968925831952,99.0003440041377,82.99967235900036,8.99974217569467
2025-01-01 00:05:40,48.00006705168792,72.00065000049345,7.999923306761944,45.00050278166154,75.00072900572322,99.00042089048438,82.99972894498673,9.00014957117017
2025-01-01 00:05:45,48.001024999358826,71.99964633394777,8.000216246643925,45.00007353465564,75.00057735900704,99.00025900742999,82.99985054010565,8.99989369453366
2025-01-01 00:05:50,47.99999035436081,71.99993811745937,7.9995880129605546,44.9990579414282,74.99943979399086,99.000176817103,83.00008070762144,9.000337878536184
2025-01-01 00:05:55,47.99930635452466,72.00009520978801,7.999454665102889,44.99973644853503,75.00025494545619,98.99985956205245,83.0002925093919,8.999480141832787
2025-01-01 00:06:00,47.99977232189233,72.00032427235486,8.000642990161253,45.00008360336256,74.99998161223849,98.99891071939464,83.0001833772162,9.000044454590844
2025-01-01 00:06:05,47.99916897482508,71.9989574509931,8.000168629188316,45.00015473479757,75.0003575237099,98.99940996184765,82.9996487132113,8.99932228550308
2025-01-01 00:06:10,47.99996735349097,71.99974938881206,7.999020770825843,45.000581291810285,75.00014239859583,98.99931752930586,82.9996356177811,9.000458150700387
2025-01-01 00:06:15,48.00020267786135,72.00068362772686,8.00001890456099,45.000373116751156,74.99941920775065,99.00026321330424,82.99975448760789,8.999992108619436
